key_next_2.keys,key_next_2.rt,participant,List,date,expName,psychopyVersion,OS,frameRate,key_next.keys,key_next.rt,mic_orig.clip,pass_next.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,text,original_audio,syllables,number_of_words,number_of_syllables,duration,compression,filename,advance.keys,advance.rt,mic.clip,key_resp_3.keys,task_loop_block1.thisRepN,task_loop_block1.thisTrialN,task_loop_block1.thisN,task_loop_block1.thisIndex,task_loop_block1.ran,start.keys,start.rt,blocks_loop1.thisRepN,blocks_loop1.thisTrialN,blocks_loop1.thisN,blocks_loop1.thisIndex,blocks_loop1.ran,condsFile,next_scr_2.keys,next_scr_2.rt
right,24.4224,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,right,7.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,recording_mic_orig_trials_0,,0,0,0,1,1,Sa marraine cherche un plat dans le buffet,buffet_coh_C1-C1_normal.wav,Sa /mar/rai/ne /cher/che un /plat /dans /le /buf/fet,8,11,1452,x1,buffet_coh_C1-C1_normal.wav,,,,,,,,,,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,recording_mic_orig_trials_1,,0,1,1,2,1,Les musiciens réparent les cordes de leur guitare,guitare_coh_C2-C2_normal.wav,Les /mu/si/ci/ens /ré/pa/rent /les /cor/des /de /leur /gui/tare,8,15,1626,x1,guitare_coh_C2-C2_normal.wav,,,,,,,,,,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,recording_mic_orig_trials_2,,0,2,2,0,1,Leur train arrive à la gare avec du retard,retard_coh_A2-A2_normal.wav,Leur /train /ar/ri/ve/ à /la /ga/re a/vec /du /re/tard,9,13,1683,x1,retard_coh_A2-A2_normal.wav,,,,,,,,,,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,right,40.6837,,,,,,,,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,,,,,,,,L'athlète pratique le judo sur un tapis,tapis_coh_A3-A3_normal.wav,L'a/thlè/te /pra/ti/que /le /ju/do /sur /un /ta/pis,7,13,912,x1.75,tapis_coh_A3-A3_normal_x1.75compressed.wav,,,recording_mic_task_loop_block1_0,,0,0,0,0,1,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,,,,,,,,L'élève remet son classeur dans son cartable,cartable_coh_A1-A1_normal.wav,L'é/lè/ve /re/met /son /clas/seur /dans /son /car/ta/ble,7,13,975,x1.75,cartable_coh_A1-A1_normal_x1.75compressed.wav,,,recording_mic_task_loop_block1_1,,0,1,1,2,1,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,,,,,,,,L'écolier écrit la leçon sur son cahier,cahier_coh_A1-A1_normal.wav,L'é/co/lier /é/crit /la /le/çon /sur /son /ca/hier,7,12,915,x1.75,cahier_coh_A1-A1_normal_x1.75compressed.wav,,,recording_mic_task_loop_block1_2,,0,2,2,1,1,,,,,,,,,,
,,774272,v4,2026-04-09_18h31.22.046,Intelligibility11,2022.2.4,Win32,60.24096386,,,,,,,,,,La fillette coiffe les cheveux de sa poupée,poupee_coh_B1-B1_normal.wav,La /fil/let/te /coif/fe /les /che/veux /de /sa /pou/pée,8,13,813,x1.75,poupee_coh_B1-B1_normal_x1.75compressed.wav,,,recording_mic_task_loop_block1_3,,0,3,3,3,1,,,,,,,,,,
